Date,Start (ET),Visitor/Neutral,PTS,Home/Neutral,PTS,,,Attend.,Notes,,,,win team,lose team,Wloc
Tue Apr 18 2017,10:30 PM,Utah Jazz,91,Los Angeles Clippers,99,Box Score,,19060,,,-8,,Los Angeles Clippers,Utah Jazz,H
Tue Apr 18 2017,7:00 PM,Milwaukee Bucks,100,Toronto Raptors,106,Box Score,,20077,,,-6,,Toronto Raptors,Milwaukee Bucks,H
Wed Apr 19 2017,10:30 PM,Portland Trail Blazers,81,Golden State Warriors,110,Box Score,,19596,,,-29,,Golden State Warriors,Portland Trail Blazers,H
Wed Apr 19 2017,8:00 PM,Oklahoma City Thunder,111,Houston Rockets,115,Box Score,,18055,,,-4,,Houston Rockets,Oklahoma City Thunder,H
Wed Apr 19 2017,7:00 PM,Atlanta Hawks,101,Washington Wizards,109,Box Score,,20356,,,-8,,Washington Wizards,Atlanta Hawks,H
Thu Apr 20 2017,7:00 PM,Cleveland Cavaliers,119,Indiana Pacers,114,Box Score,,17923,,,5,,Cleveland Cavaliers,Indiana Pacers,V
Thu Apr 20 2017,9:30 PM,San Antonio Spurs,94,Memphis Grizzlies,105,Box Score,,18119,,,-11,,Memphis Grizzlies,San Antonio Spurs,H
Thu Apr 20 2017,8:00 PM,Toronto Raptors,77,Milwaukee Bucks,104,Box Score,,18717,,,-27,,Milwaukee Bucks,Toronto Raptors,H
Fri Apr 21 2017,7:00 PM,Boston Celtics,104,Chicago Bulls,87,Box Score,,21293,,,17,,Boston Celtics,Chicago Bulls,V
Fri Apr 21 2017,9:30 PM,Houston Rockets,113,Oklahoma City Thunder,115,Box Score,,18203,,,-2,,Oklahoma City Thunder,Houston Rockets,H
Fri Apr 21 2017,10:00 PM,Los Angeles Clippers,111,Utah Jazz,106,Box Score,,19911,,,5,,Los Angeles Clippers,Utah Jazz,V
Sat Apr 22 2017,5:30 PM,Washington Wizards,98,Atlanta Hawks,116,Box Score,,18866,,,-18,,Atlanta Hawks,Washington Wizards,H
Sat Apr 22 2017,8:00 PM,San Antonio Spurs,108,Memphis Grizzlies,110,Box Score,OT,18119,,,-2,,Memphis Grizzlies,San Antonio Spurs,H
Sat Apr 22 2017,3:00 PM,Toronto Raptors,87,Milwaukee Bucks,76,Box Score,,18717,,,11,,Toronto Raptors,Milwaukee Bucks,V
Sat Apr 22 2017,10:30 PM,Golden State Warriors,119,Portland Trail Blazers,113,Box Score,,20177,,,6,,Golden State Warriors,Portland Trail Blazers,V
Sun Apr 23 2017,6:30 PM,Boston Celtics,104,Chicago Bulls,95,Box Score,,21863,,,9,,Boston Celtics,Chicago Bulls,V
Sun Apr 23 2017,1:00 PM,Cleveland Cavaliers,106,Indiana Pacers,102,Box Score,,17923,,,4,,Cleveland Cavaliers,Indiana Pacers,V
Sun Apr 23 2017,3:30 PM,Houston Rockets,113,Oklahoma City Thunder,109,Box Score,,18203,,,4,,Houston Rockets,Oklahoma City Thunder,V
Sun Apr 23 2017,9:00 PM,Los Angeles Clippers,98,Utah Jazz,105,Box Score,,19911,,,-7,,Utah Jazz,Los Angeles Clippers,H
Mon Apr 24 2017,8:00 PM,Washington Wizards,101,Atlanta Hawks,111,Box Score,,18676,,,-10,,Atlanta Hawks,Washington Wizards,H
Mon Apr 24 2017,10:30 PM,Golden State Warriors,128,Portland Trail Blazers,103,Box Score,,19902,,,25,,Golden State Warriors,Portland Trail Blazers,V
Mon Apr 24 2017,7:00 PM,Milwaukee Bucks,93,Toronto Raptors,118,Box Score,,20251,,,-25,,Toronto Raptors,Milwaukee Bucks,H
Tue Apr 25 2017,8:00 PM,Oklahoma City Thunder,99,Houston Rockets,105,Box Score,,18055,,,-6,,Houston Rockets,Oklahoma City Thunder,H
Tue Apr 25 2017,10:30 PM,Utah Jazz,96,Los Angeles Clippers,92,Box Score,,19171,,,4,,Utah Jazz,Los Angeles Clippers,V
Tue Apr 25 2017,9:00 PM,Memphis Grizzlies,103,San Antonio Spurs,116,Box Score,,18418,,,-13,,San Antonio Spurs,Memphis Grizzlies,H
Wed Apr 26 2017,8:30 PM,Chicago Bulls,97,Boston Celtics,108,Box Score,,18624,,,-11,,Boston Celtics,Chicago Bulls,H
Wed Apr 26 2017,6:00 PM,Atlanta Hawks,99,Washington Wizards,103,Box Score,,20356,,,-4,,Washington Wizards,Atlanta Hawks,H
Thu Apr 27 2017,9:30 PM,San Antonio Spurs,103,Memphis Grizzlies,96,Box Score,,18119,,,7,,San Antonio Spurs,Memphis Grizzlies,V
Thu Apr 27 2017,7:00 PM,Toronto Raptors,92,Milwaukee Bucks,89,Box Score,,18717,,,3,,Toronto Raptors,Milwaukee Bucks,V
Fri Apr 28 2017,7:30 PM,Washington Wizards,115,Atlanta Hawks,99,Box Score,,18849,,,16,,Washington Wizards,Atlanta Hawks,V
Fri Apr 28 2017,8:00 PM,Boston Celtics,105,Chicago Bulls,83,Box Score,,21682,,,22,,Boston Celtics,Chicago Bulls,V
Fri Apr 28 2017,10:30 PM,Los Angeles Clippers,98,Utah Jazz,93,Box Score,,19911,,,5,,Los Angeles Clippers,Utah Jazz,V
Sun Apr 30 2017,1:00 PM,Washington Wizards,111,Boston Celtics,123,Box Score,,18624,,,-12,,Boston Celtics,Washington Wizards,H
Sun Apr 30 2017,3:30 PM,Utah Jazz,104,Los Angeles Clippers,91,Box Score,,19060,,,13,,Utah Jazz,Los Angeles Clippers,V
Mon May 1 2017,7:00 PM,Toronto Raptors,105,Cleveland Cavaliers,116,Box Score,,20562,,,-11,,Cleveland Cavaliers,Toronto Raptors,H
Mon May 1 2017,9:30 PM,Houston Rockets,126,San Antonio Spurs,99,Box Score,,18418,,,27,,Houston Rockets,San Antonio Spurs,V
Tue May 2 2017,8:00 PM,Washington Wizards,119,Boston Celtics,129,Box Score,OT,18624,,,-10,,Boston Celtics,Washington Wizards,H
Tue May 2 2017,10:30 PM,Utah Jazz,94,Golden State Warriors,106,Box Score,,19596,,,-12,,Golden State Warriors,Utah Jazz,H
Wed May 3 2017,7:00 PM,Toronto Raptors,103,Cleveland Cavaliers,125,Box Score,,20562,,,-22,,Cleveland Cavaliers,Toronto Raptors,H
Wed May 3 2017,9:30 PM,Houston Rockets,96,San Antonio Spurs,121,Box Score,,18418,,,-25,,San Antonio Spurs,Houston Rockets,H
Thu May 4 2017,10:30 PM,Utah Jazz,104,Golden State Warriors,115,Box Score,,19596,,,-11,,Golden State Warriors,Utah Jazz,H
Thu May 4 2017,8:00 PM,Boston Celtics,89,Washington Wizards,116,Box Score,,20356,,,-27,,Washington Wizards,Boston Celtics,H
Fri May 5 2017,9:30 PM,San Antonio Spurs,103,Houston Rockets,92,Box Score,,18187,,,11,,San Antonio Spurs,Houston Rockets,V
Fri May 5 2017,7:00 PM,Cleveland Cavaliers,115,Toronto Raptors,94,Box Score,,20384,,,21,,Cleveland Cavaliers,Toronto Raptors,V
Sat May 6 2017,8:30 PM,Golden State Warriors,102,Utah Jazz,91,Box Score,,19911,,,11,,Golden State Warriors,Utah Jazz,V
Sun May 7 2017,9:00 PM,San Antonio Spurs,104,Houston Rockets,125,Box Score,,18055,,,-21,,Houston Rockets,San Antonio Spurs,H
Sun May 7 2017,3:30 PM,Cleveland Cavaliers,109,Toronto Raptors,102,Box Score,,20307,,,7,,Cleveland Cavaliers,Toronto Raptors,V
Sun May 7 2017,6:30 PM,Boston Celtics,102,Washington Wizards,121,Box Score,,20356,,,-19,,Washington Wizards,Boston Celtics,H
Mon May 8 2017,9:00 PM,Golden State Warriors,121,Utah Jazz,95,Box Score,,19911,,,26,,Golden State Warriors,Utah Jazz,V
Tue May 9 2017,8:00 PM,Houston Rockets,107,San Antonio Spurs,110,Box Score,OT,18418,,,-3,,San Antonio Spurs,Houston Rockets,H
Wed May 10 2017,8:00 PM,Washington Wizards,101,Boston Celtics,123,Box Score,,18624,,,-22,,Boston Celtics,Washington Wizards,H
Thu May 11 2017,8:00 PM,San Antonio Spurs,114,Houston Rockets,75,Box Score,,18055,,,39,,San Antonio Spurs,Houston Rockets,V
Fri May 12 2017,8:00 PM,Boston Celtics,91,Washington Wizards,92,Box Score,,20356,,,-1,,Washington Wizards,Boston Celtics,H
Sun May 14 2017,3:30 PM,San Antonio Spurs,111,Golden State Warriors,113,Box Score,,19596,,,-2,,Golden State Warriors,San Antonio Spurs,H
Mon May 15 2017,8:00 PM,Washington Wizards,105,Boston Celtics,115,Box Score,,18624,,,-10,,Boston Celtics,Washington Wizards,H
Tue May 16 2017,9:00 PM,San Antonio Spurs,100,Golden State Warriors,136,Box Score,,19596,,,-36,,Golden State Warriors,San Antonio Spurs,H
Wed May 17 2017,8:30 PM,Cleveland Cavaliers,117,Boston Celtics,104,Box Score,,18624,,,13,,Cleveland Cavaliers,Boston Celtics,V
Fri May 19 2017,8:30 PM,Cleveland Cavaliers,130,Boston Celtics,86,Box Score,,18624,,,44,,Cleveland Cavaliers,Boston Celtics,V
Sat May 20 2017,9:00 PM,Golden State Warriors,120,San Antonio Spurs,108,Box Score,,18792,,,12,,Golden State Warriors,San Antonio Spurs,V
Sun May 21 2017,8:30 PM,Boston Celtics,111,Cleveland Cavaliers,108,Box Score,,20562,,,3,,Boston Celtics,Cleveland Cavaliers,V
Mon May 22 2017,9:00 PM,Golden State Warriors,129,San Antonio Spurs,115,Box Score,,18466,,,14,,Golden State Warriors,San Antonio Spurs,V
Tue May 23 2017,8:30 PM,Boston Celtics,99,Cleveland Cavaliers,112,Box Score,,20562,,,-13,,Cleveland Cavaliers,Boston Celtics,H
Thu May 25 2017,8:30 PM,Cleveland Cavaliers,135,Boston Celtics,102,Box Score,,18624,,,33,,Cleveland Cavaliers,Boston Celtics,V
Thu Jun 1 2017,9:00 PM,Cleveland Cavaliers,91,Golden State Warriors,113,Box Score,,19596,,,-22,,Golden State Warriors,Cleveland Cavaliers,H
Sun Jun 4 2017,8:00 PM,Cleveland Cavaliers,113,Golden State Warriors,132,Box Score,,19596,,,-19,,Golden State Warriors,Cleveland Cavaliers,H
Wed Jun 7 2017,9:00 PM,Golden State Warriors,118,Cleveland Cavaliers,113,Box Score,,20562,,,5,,Golden State Warriors,Cleveland Cavaliers,V
Fri Jun 9 2017,9:00 PM,Golden State Warriors,116,Cleveland Cavaliers,137,Box Score,,20562,,,-21,,Cleveland Cavaliers,Golden State Warriors,H
Mon Jun 12 2017,9:00 PM,Cleveland Cavaliers,120,Golden State Warriors,129,Box Score,,19596,,,-9,,Golden State Warriors,Cleveland Cavaliers,H
