Date,Start (ET),Visitor/Neutral,PTS,Home/Neutral,PTS,,,Attend.,Notes,,,,win team,lose team,Wloc
Sat Jan 28 2017,9:00 PM,Memphis Grizzlies,102,Utah Jazz,95,Box Score,,19911,,,7,,Memphis Grizzlies,Utah Jazz,V
Sun Jan 29 2017,3:00 PM,New York Knicks,139,Atlanta Hawks,142,Box Score,4OT,13643,,,-3,,Atlanta Hawks,New York Knicks,H
Sun Jan 29 2017,7:00 PM,Philadelphia 76ers,108,Chicago Bulls,121,Box Score,,21606,,,-13,,Chicago Bulls,Philadelphia 76ers,H
Sun Jan 29 2017,3:30 PM,Oklahoma City Thunder,91,Cleveland Cavaliers,107,Box Score,,20562,,,-16,,Cleveland Cavaliers,Oklahoma City Thunder,H
Sun Jan 29 2017,6:00 PM,Houston Rockets,101,Indiana Pacers,120,Box Score,,17923,,,-19,,Indiana Pacers,Houston Rockets,H
Sun Jan 29 2017,6:00 PM,Washington Wizards,107,New Orleans Pelicans,94,Box Score,,16779,,,13,,Washington Wizards,New Orleans Pelicans,V
Sun Jan 29 2017,9:00 PM,Golden State Warriors,113,Portland Trail Blazers,111,Box Score,,19393,,,2,,Golden State Warriors,Portland Trail Blazers,V
Sun Jan 29 2017,7:00 PM,Dallas Mavericks,105,San Antonio Spurs,101,Box Score,,18418,,,4,,Dallas Mavericks,San Antonio Spurs,V
Sun Jan 29 2017,6:00 PM,Orlando Magic,114,Toronto Raptors,113,Box Score,,19800,,,1,,Orlando Magic,Toronto Raptors,V
Mon Jan 30 2017,8:00 PM,Detroit Pistons,109,Boston Celtics,113,Box Score,,18188,,,-4,,Boston Celtics,Detroit Pistons,H
Mon Jan 30 2017,8:30 PM,Cleveland Cavaliers,97,Dallas Mavericks,104,Box Score,,20202,,,-7,,Dallas Mavericks,Cleveland Cavaliers,H
Mon Jan 30 2017,7:30 PM,Brooklyn Nets,96,Miami Heat,104,Box Score,,19600,,,-8,,Miami Heat,Brooklyn Nets,H
Mon Jan 30 2017,8:00 PM,Orlando Magic,105,Minnesota Timberwolves,111,Box Score,OT,11124,,,-6,,Minnesota Timberwolves,Orlando Magic,H
Mon Jan 30 2017,6:00 PM,Sacramento Kings,119,Philadelphia 76ers,122,Box Score,,15840,,,-3,,Philadelphia 76ers,Sacramento Kings,H
Mon Jan 30 2017,10:30 PM,Memphis Grizzlies,115,Phoenix Suns,96,Box Score,,16332,,,19,,Memphis Grizzlies,Phoenix Suns,V
Tue Jan 31 2017,8:00 PM,Sacramento Kings,83,Houston Rockets,105,Box Score,,15187,,,-22,,Houston Rockets,Sacramento Kings,H
Tue Jan 31 2017,10:30 PM,Denver Nuggets,116,Los Angeles Lakers,120,Box Score,,18997,,,-4,,Los Angeles Lakers,Denver Nuggets,H
Tue Jan 31 2017,10:00 PM,Charlotte Hornets,98,Portland Trail Blazers,115,Box Score,,19393,,,-17,,Portland Trail Blazers,Charlotte Hornets,H
Tue Jan 31 2017,8:30 PM,Oklahoma City Thunder,94,San Antonio Spurs,108,Box Score,,18418,,,-14,,San Antonio Spurs,Oklahoma City Thunder,H
Tue Jan 31 2017,7:00 PM,New Orleans Pelicans,106,Toronto Raptors,108,Box Score,OT,19800,,,-2,,Toronto Raptors,New Orleans Pelicans,H
Tue Jan 31 2017,7:00 PM,New York Knicks,101,Washington Wizards,117,Box Score,,16683,,,-16,,Washington Wizards,New York Knicks,H
Wed Feb 1 2017,7:30 PM,Toronto Raptors,104,Boston Celtics,109,Box Score,,18624,,,-5,,Boston Celtics,Toronto Raptors,H
Wed Feb 1 2017,7:30 PM,New York Knicks,95,Brooklyn Nets,90,Box Score,,17732,,,5,,New York Knicks,Brooklyn Nets,V
Wed Feb 1 2017,7:00 PM,Minnesota Timberwolves,97,Cleveland Cavaliers,125,Box Score,,20562,,,-28,,Cleveland Cavaliers,Minnesota Timberwolves,H
Wed Feb 1 2017,8:30 PM,Philadelphia 76ers,95,Dallas Mavericks,113,Box Score,,19263,,,-18,,Dallas Mavericks,Philadelphia 76ers,H
Wed Feb 1 2017,9:00 PM,Memphis Grizzlies,119,Denver Nuggets,99,Box Score,,12020,,,20,,Memphis Grizzlies,Denver Nuggets,V
Wed Feb 1 2017,7:30 PM,New Orleans Pelicans,98,Detroit Pistons,118,Box Score,,14262,,,-20,,Detroit Pistons,New Orleans Pelicans,H
Wed Feb 1 2017,10:30 PM,Charlotte Hornets,111,Golden State Warriors,126,Box Score,,19596,,,-15,,Golden State Warriors,Charlotte Hornets,H
Wed Feb 1 2017,7:30 PM,Atlanta Hawks,93,Miami Heat,116,Box Score,,19600,,,-23,,Miami Heat,Atlanta Hawks,H
Wed Feb 1 2017,9:30 PM,Chicago Bulls,128,Oklahoma City Thunder,100,Box Score,,18203,,,28,,Chicago Bulls,Oklahoma City Thunder,V
Wed Feb 1 2017,7:00 PM,Indiana Pacers,98,Orlando Magic,88,Box Score,,16662,,,10,,Indiana Pacers,Orlando Magic,V
Wed Feb 1 2017,9:00 PM,Los Angeles Clippers,124,Phoenix Suns,114,Box Score,,16191,,,10,,Los Angeles Clippers,Phoenix Suns,V
Wed Feb 1 2017,9:00 PM,Milwaukee Bucks,88,Utah Jazz,104,Box Score,,19694,,,-16,,Utah Jazz,Milwaukee Bucks,H
Thu Feb 2 2017,8:00 PM,Atlanta Hawks,113,Houston Rockets,108,Box Score,,15602,,,5,,Atlanta Hawks,Houston Rockets,V
Thu Feb 2 2017,10:30 PM,Golden State Warriors,133,Los Angeles Clippers,120,Box Score,,19385,,,13,,Golden State Warriors,Los Angeles Clippers,V
Thu Feb 2 2017,8:30 PM,Philadelphia 76ers,86,San Antonio Spurs,102,Box Score,,18418,,,-16,,San Antonio Spurs,Philadelphia 76ers,H
Thu Feb 2 2017,7:00 PM,Los Angeles Lakers,108,Washington Wizards,116,Box Score,,16473,,,-8,,Washington Wizards,Los Angeles Lakers,H
Fri Feb 3 2017,8:00 PM,Los Angeles Lakers,107,Boston Celtics,113,Box Score,,18624,,,-6,,Boston Celtics,Los Angeles Lakers,H
Fri Feb 3 2017,7:30 PM,Indiana Pacers,106,Brooklyn Nets,97,Box Score,,14557,,,9,,Indiana Pacers,Brooklyn Nets,V
Fri Feb 3 2017,9:00 PM,Milwaukee Bucks,117,Denver Nuggets,121,Box Score,,18792,,,-4,,Denver Nuggets,Milwaukee Bucks,H
Fri Feb 3 2017,7:30 PM,Minnesota Timberwolves,108,Detroit Pistons,116,Box Score,,16934,,,-8,,Detroit Pistons,Minnesota Timberwolves,H
Fri Feb 3 2017,8:00 PM,Chicago Bulls,117,Houston Rockets,121,Box Score,OT,18055,,,-4,,Houston Rockets,Chicago Bulls,H
Fri Feb 3 2017,8:00 PM,Memphis Grizzlies,102,Oklahoma City Thunder,114,Box Score,,18203,,,-12,,Oklahoma City Thunder,Memphis Grizzlies,H
Fri Feb 3 2017,7:00 PM,Toronto Raptors,94,Orlando Magic,102,Box Score,,17141,,,-8,,Orlando Magic,Toronto Raptors,H
Fri Feb 3 2017,10:30 PM,Dallas Mavericks,108,Portland Trail Blazers,104,Box Score,,19393,,,4,,Dallas Mavericks,Portland Trail Blazers,V
Fri Feb 3 2017,10:30 PM,Phoenix Suns,105,Sacramento Kings,103,Box Score,,17608,,,2,,Phoenix Suns,Sacramento Kings,V
Sat Feb 4 2017,7:00 PM,Orlando Magic,86,Atlanta Hawks,113,Box Score,,16691,,,-27,,Atlanta Hawks,Orlando Magic,H
Sat Feb 4 2017,7:00 PM,Detroit Pistons,84,Indiana Pacers,105,Box Score,,17660,,,-21,,Indiana Pacers,Detroit Pistons,H
Sat Feb 4 2017,7:30 PM,Philadelphia 76ers,102,Miami Heat,125,Box Score,,19754,,,-23,,Miami Heat,Philadelphia 76ers,H
Sat Feb 4 2017,9:00 PM,Memphis Grizzlies,107,Minnesota Timberwolves,99,Box Score,,15081,,,8,,Memphis Grizzlies,Minnesota Timberwolves,V
Sat Feb 4 2017,8:30 PM,Cleveland Cavaliers,111,New York Knicks,104,Box Score,,19812,,,7,,Cleveland Cavaliers,New York Knicks,V
Sat Feb 4 2017,9:00 PM,Milwaukee Bucks,137,Phoenix Suns,112,Box Score,,17192,,,25,,Milwaukee Bucks,Phoenix Suns,V
Sat Feb 4 2017,10:30 PM,Golden State Warriors,106,Sacramento Kings,109,Box Score,OT,17608,,,-3,,Sacramento Kings,Golden State Warriors,H
Sat Feb 4 2017,9:00 PM,Denver Nuggets,97,San Antonio Spurs,121,Box Score,,18418,,,-24,,San Antonio Spurs,Denver Nuggets,H
Sat Feb 4 2017,9:00 PM,Charlotte Hornets,98,Utah Jazz,105,Box Score,,19911,,,-7,,Utah Jazz,Charlotte Hornets,H
Sat Feb 4 2017,7:00 PM,New Orleans Pelicans,91,Washington Wizards,105,Box Score,,19651,,,-14,,Washington Wizards,New Orleans Pelicans,H
Sun Feb 5 2017,2:00 PM,Los Angeles Clippers,102,Boston Celtics,107,Box Score,,18624,,,-5,,Boston Celtics,Los Angeles Clippers,H
Sun Feb 5 2017,12:00 PM,Toronto Raptors,103,Brooklyn Nets,95,Box Score,,14245,,,8,,Toronto Raptors,Brooklyn Nets,V
Sun Feb 5 2017,3:00 PM,Portland Trail Blazers,99,Oklahoma City Thunder,105,Box Score,,18203,,,-6,,Oklahoma City Thunder,Portland Trail Blazers,H
Mon Feb 6 2017,7:30 PM,Utah Jazz,120,Atlanta Hawks,95,Box Score,,13126,,,25,,Utah Jazz,Atlanta Hawks,V
Mon Feb 6 2017,9:00 PM,Dallas Mavericks,87,Denver Nuggets,110,Box Score,,13047,,,-23,,Denver Nuggets,Dallas Mavericks,H
Mon Feb 6 2017,7:30 PM,Philadelphia 76ers,96,Detroit Pistons,113,Box Score,,14731,,,-17,,Detroit Pistons,Philadelphia 76ers,H
Mon Feb 6 2017,7:00 PM,Oklahoma City Thunder,90,Indiana Pacers,93,Box Score,,16123,,,-3,,Indiana Pacers,Oklahoma City Thunder,H
Mon Feb 6 2017,9:30 PM,San Antonio Spurs,74,Memphis Grizzlies,89,Box Score,,16708,,,-15,,Memphis Grizzlies,San Antonio Spurs,H
Mon Feb 6 2017,8:00 PM,Miami Heat,115,Minnesota Timberwolves,113,Box Score,,12502,,,2,,Miami Heat,Minnesota Timberwolves,V
Mon Feb 6 2017,8:00 PM,Phoenix Suns,106,New Orleans Pelicans,111,Box Score,,15888,,,-5,,New Orleans Pelicans,Phoenix Suns,H
Mon Feb 6 2017,7:00 PM,Los Angeles Lakers,121,New York Knicks,107,Box Score,,19812,,,14,,Los Angeles Lakers,New York Knicks,V
Mon Feb 6 2017,10:30 PM,Chicago Bulls,112,Sacramento Kings,107,Box Score,,17608,,,5,,Chicago Bulls,Sacramento Kings,V
Mon Feb 6 2017,7:30 PM,Los Angeles Clippers,109,Toronto Raptors,118,Box Score,,19800,,,-9,,Toronto Raptors,Los Angeles Clippers,H
Mon Feb 6 2017,7:00 PM,Cleveland Cavaliers,140,Washington Wizards,135,Box Score,OT,20356,,,5,,Cleveland Cavaliers,Washington Wizards,V
Tue Feb 7 2017,7:00 PM,Brooklyn Nets,107,Charlotte Hornets,111,Box Score,,15322,,,-4,,Charlotte Hornets,Brooklyn Nets,H
Tue Feb 7 2017,8:30 PM,Portland Trail Blazers,114,Dallas Mavericks,113,Box Score,,19326,,,1,,Portland Trail Blazers,Dallas Mavericks,V
Tue Feb 7 2017,8:00 PM,Orlando Magic,104,Houston Rockets,128,Box Score,,15514,,,-24,,Houston Rockets,Orlando Magic,H
Wed Feb 8 2017,7:30 PM,Denver Nuggets,106,Atlanta Hawks,117,Box Score,,14222,,,-11,,Atlanta Hawks,Denver Nuggets,H
Wed Feb 8 2017,7:30 PM,Washington Wizards,114,Brooklyn Nets,110,Box Score,OT,13179,,,4,,Washington Wizards,Brooklyn Nets,V
Wed Feb 8 2017,7:30 PM,Los Angeles Lakers,102,Detroit Pistons,121,Box Score,,15121,,,-19,,Detroit Pistons,Los Angeles Lakers,H
Wed Feb 8 2017,10:30 PM,Chicago Bulls,92,Golden State Warriors,123,Box Score,,19596,,,-31,,Golden State Warriors,Chicago Bulls,H
Wed Feb 8 2017,7:00 PM,Cleveland Cavaliers,132,Indiana Pacers,117,Box Score,,17580,,,15,,Cleveland Cavaliers,Indiana Pacers,V
Wed Feb 8 2017,8:00 PM,Phoenix Suns,91,Memphis Grizzlies,110,Box Score,,16044,,,-19,,Memphis Grizzlies,Phoenix Suns,H
Wed Feb 8 2017,8:00 PM,Miami Heat,106,Milwaukee Bucks,88,Box Score,,14211,,,18,,Miami Heat,Milwaukee Bucks,V
Wed Feb 8 2017,8:00 PM,Toronto Raptors,109,Minnesota Timberwolves,112,Box Score,,13832,,,-3,,Minnesota Timberwolves,Toronto Raptors,H
Wed Feb 8 2017,8:00 PM,Utah Jazz,127,New Orleans Pelicans,94,Box Score,,14508,,,33,,Utah Jazz,New Orleans Pelicans,V
Wed Feb 8 2017,8:00 PM,Los Angeles Clippers,119,New York Knicks,115,Box Score,,19812,,,4,,Los Angeles Clippers,New York Knicks,V
Wed Feb 8 2017,7:00 PM,San Antonio Spurs,111,Philadelphia 76ers,103,Box Score,,19233,,,8,,San Antonio Spurs,Philadelphia 76ers,V
Wed Feb 8 2017,10:30 PM,Boston Celtics,92,Sacramento Kings,108,Box Score,,17608,,,-16,,Sacramento Kings,Boston Celtics,H
Thu Feb 9 2017,7:00 PM,Houston Rockets,107,Charlotte Hornets,95,Box Score,,16270,,,12,,Houston Rockets,Charlotte Hornets,V
Thu Feb 9 2017,8:30 PM,Utah Jazz,105,Dallas Mavericks,112,Box Score,OT,19883,,,-7,,Dallas Mavericks,Utah Jazz,H
Thu Feb 9 2017,8:00 PM,Cleveland Cavaliers,109,Oklahoma City Thunder,118,Box Score,,18203,,,-9,,Oklahoma City Thunder,Cleveland Cavaliers,H
Thu Feb 9 2017,7:00 PM,Philadelphia 76ers,112,Orlando Magic,111,Box Score,,17829,,,1,,Philadelphia 76ers,Orlando Magic,V
Thu Feb 9 2017,10:30 PM,Boston Celtics,120,Portland Trail Blazers,111,Box Score,,19393,,,9,,Boston Celtics,Portland Trail Blazers,V
Fri Feb 10 2017,7:30 PM,Miami Heat,108,Brooklyn Nets,99,Box Score,,15382,,,9,,Miami Heat,Brooklyn Nets,V
Fri Feb 10 2017,7:30 PM,San Antonio Spurs,103,Detroit Pistons,92,Box Score,,17222,,,11,,San Antonio Spurs,Detroit Pistons,V
Fri Feb 10 2017,8:00 PM,Golden State Warriors,122,Memphis Grizzlies,107,Box Score,,18119,,,15,,Golden State Warriors,Memphis Grizzlies,V
Fri Feb 10 2017,8:00 PM,Los Angeles Lakers,122,Milwaukee Bucks,114,Box Score,,16380,,,8,,Los Angeles Lakers,Milwaukee Bucks,V
Fri Feb 10 2017,8:00 PM,New Orleans Pelicans,122,Minnesota Timberwolves,106,Box Score,,16093,,,16,,New Orleans Pelicans,Minnesota Timberwolves,V
Fri Feb 10 2017,7:30 PM,Denver Nuggets,131,New York Knicks,123,Box Score,,19812,,,8,,Denver Nuggets,New York Knicks,V
Fri Feb 10 2017,10:30 PM,Chicago Bulls,97,Phoenix Suns,115,Box Score,,18055,,,-18,,Phoenix Suns,Chicago Bulls,H
Fri Feb 10 2017,10:30 PM,Atlanta Hawks,107,Sacramento Kings,108,Box Score,,17608,,,-1,,Sacramento Kings,Atlanta Hawks,H
Fri Feb 10 2017,8:00 PM,Indiana Pacers,107,Washington Wizards,112,Box Score,,19503,,,-5,,Washington Wizards,Indiana Pacers,H
Sat Feb 11 2017,5:00 PM,Los Angeles Clippers,107,Charlotte Hornets,102,Box Score,,19483,,,5,,Los Angeles Clippers,Charlotte Hornets,V
Sat Feb 11 2017,7:30 PM,Denver Nuggets,109,Cleveland Cavaliers,125,Box Score,,20562,,,-16,,Cleveland Cavaliers,Denver Nuggets,H
Sat Feb 11 2017,9:00 PM,Orlando Magic,80,Dallas Mavericks,112,Box Score,,20052,,,-32,,Dallas Mavericks,Orlando Magic,H
Sat Feb 11 2017,9:00 PM,Phoenix Suns,102,Houston Rockets,133,Box Score,,18055,,,-31,,Houston Rockets,Phoenix Suns,H
Sat Feb 11 2017,7:00 PM,Milwaukee Bucks,116,Indiana Pacers,100,Box Score,,17923,,,16,,Milwaukee Bucks,Indiana Pacers,V
Sat Feb 11 2017,8:30 PM,Golden State Warriors,130,Oklahoma City Thunder,114,Box Score,,18203,,,16,,Golden State Warriors,Oklahoma City Thunder,V
Sat Feb 11 2017,7:30 PM,Miami Heat,109,Philadelphia 76ers,117,Box Score,,20698,,,-8,,Philadelphia 76ers,Miami Heat,H
Sat Feb 11 2017,10:00 PM,Boston Celtics,112,Utah Jazz,104,Box Score,,19911,,,8,,Boston Celtics,Utah Jazz,V
Sun Feb 12 2017,3:30 PM,Chicago Bulls,89,Minnesota Timberwolves,117,Box Score,,19356,,,-28,,Minnesota Timberwolves,Chicago Bulls,H
Sun Feb 12 2017,3:30 PM,San Antonio Spurs,90,New York Knicks,94,Box Score,,19812,,,-4,,New York Knicks,San Antonio Spurs,H
Sun Feb 12 2017,9:00 PM,New Orleans Pelicans,99,Sacramento Kings,105,Box Score,,17608,,,-6,,Sacramento Kings,New Orleans Pelicans,H
Sun Feb 12 2017,6:00 PM,Detroit Pistons,102,Toronto Raptors,101,Box Score,,19800,,,1,,Detroit Pistons,Toronto Raptors,V
Mon Feb 13 2017,7:30 PM,Memphis Grizzlies,112,Brooklyn Nets,103,Box Score,,13597,,,9,,Memphis Grizzlies,Brooklyn Nets,V
Mon Feb 13 2017,7:00 PM,Philadelphia 76ers,105,Charlotte Hornets,99,Box Score,,15775,,,6,,Philadelphia 76ers,Charlotte Hornets,V
Mon Feb 13 2017,8:30 PM,Boston Celtics,111,Dallas Mavericks,98,Box Score,,20159,,,13,,Boston Celtics,Dallas Mavericks,V
Mon Feb 13 2017,9:00 PM,Golden State Warriors,110,Denver Nuggets,132,Box Score,,19941,,,-22,,Denver Nuggets,Golden State Warriors,H
Mon Feb 13 2017,7:00 PM,San Antonio Spurs,110,Indiana Pacers,106,Box Score,,15203,,,4,,San Antonio Spurs,Indiana Pacers,V
Mon Feb 13 2017,7:30 PM,Orlando Magic,116,Miami Heat,107,Box Score,,19600,,,9,,Orlando Magic,Miami Heat,V
Mon Feb 13 2017,8:00 PM,Detroit Pistons,89,Milwaukee Bucks,102,Box Score,,13397,,,-13,,Milwaukee Bucks,Detroit Pistons,H
Mon Feb 13 2017,9:00 PM,New Orleans Pelicans,110,Phoenix Suns,108,Box Score,,16321,,,2,,New Orleans Pelicans,Phoenix Suns,V
Mon Feb 13 2017,10:30 PM,Atlanta Hawks,109,Portland Trail Blazers,104,Box Score,OT,19475,,,5,,Atlanta Hawks,Portland Trail Blazers,V
Mon Feb 13 2017,9:00 PM,Los Angeles Clippers,88,Utah Jazz,72,Box Score,,19521,,,16,,Los Angeles Clippers,Utah Jazz,V
Mon Feb 13 2017,8:00 PM,Oklahoma City Thunder,98,Washington Wizards,120,Box Score,,20356,,,-22,,Washington Wizards,Oklahoma City Thunder,H
Tue Feb 14 2017,8:00 PM,Toronto Raptors,94,Chicago Bulls,105,Box Score,,21220,,,-11,,Chicago Bulls,Toronto Raptors,H
Tue Feb 14 2017,10:30 PM,Sacramento Kings,97,Los Angeles Lakers,96,Box Score,,19997,,,1,,Sacramento Kings,Los Angeles Lakers,V
Tue Feb 14 2017,8:00 PM,Cleveland Cavaliers,116,Minnesota Timberwolves,108,Box Score,,17738,,,8,,Cleveland Cavaliers,Minnesota Timberwolves,V
Wed Feb 15 2017,7:30 PM,Philadelphia 76ers,108,Boston Celtics,116,Box Score,,18624,,,-8,,Boston Celtics,Philadelphia 76ers,H
Wed Feb 15 2017,7:30 PM,Milwaukee Bucks,129,Brooklyn Nets,125,Box Score,,16182,,,4,,Milwaukee Bucks,Brooklyn Nets,V
Wed Feb 15 2017,7:00 PM,Indiana Pacers,104,Cleveland Cavaliers,113,Box Score,,20562,,,-9,,Cleveland Cavaliers,Indiana Pacers,H
Wed Feb 15 2017,9:00 PM,Minnesota Timberwolves,112,Denver Nuggets,99,Box Score,,13924,,,13,,Minnesota Timberwolves,Denver Nuggets,V
Wed Feb 15 2017,7:30 PM,Dallas Mavericks,91,Detroit Pistons,98,Box Score,,13549,,,-7,,Detroit Pistons,Dallas Mavericks,H
Wed Feb 15 2017,10:30 PM,Sacramento Kings,86,Golden State Warriors,109,Box Score,,19596,,,-23,,Golden State Warriors,Sacramento Kings,H
Wed Feb 15 2017,8:00 PM,Miami Heat,117,Houston Rockets,109,Box Score,,16967,,,8,,Miami Heat,Houston Rockets,V
Wed Feb 15 2017,10:30 PM,Atlanta Hawks,84,Los Angeles Clippers,99,Box Score,,19060,,,-15,,Los Angeles Clippers,Atlanta Hawks,H
Wed Feb 15 2017,8:00 PM,New Orleans Pelicans,95,Memphis Grizzlies,91,Box Score,,16145,,,4,,New Orleans Pelicans,Memphis Grizzlies,V
Wed Feb 15 2017,9:30 PM,New York Knicks,105,Oklahoma City Thunder,116,Box Score,,18203,,,-11,,Oklahoma City Thunder,New York Knicks,H
Wed Feb 15 2017,7:00 PM,San Antonio Spurs,107,Orlando Magic,79,Box Score,,17101,,,28,,San Antonio Spurs,Orlando Magic,V
Wed Feb 15 2017,9:00 PM,Los Angeles Lakers,101,Phoenix Suns,137,Box Score,,18055,,,-36,,Phoenix Suns,Los Angeles Lakers,H
Wed Feb 15 2017,7:30 PM,Charlotte Hornets,85,Toronto Raptors,90,Box Score,,19800,,,-5,,Toronto Raptors,Charlotte Hornets,H
Wed Feb 15 2017,9:00 PM,Portland Trail Blazers,88,Utah Jazz,111,Box Score,,19590,,,-23,,Utah Jazz,Portland Trail Blazers,H
Thu Feb 16 2017,8:00 PM,Boston Celtics,103,Chicago Bulls,104,Box Score,,21866,,,-1,,Chicago Bulls,Boston Celtics,H
Thu Feb 16 2017,7:00 PM,Washington Wizards,111,Indiana Pacers,98,Box Score,,17233,,,13,,Washington Wizards,Indiana Pacers,V
Thu Feb 23 2017,8:00 PM,New York Knicks,104,Cleveland Cavaliers,119,Box Score,,20562,,,-15,,Cleveland Cavaliers,New York Knicks,H
Thu Feb 23 2017,7:30 PM,Charlotte Hornets,108,Detroit Pistons,114,Box Score,OT,14913,,,-6,,Detroit Pistons,Charlotte Hornets,H
Thu Feb 23 2017,10:30 PM,Los Angeles Clippers,113,Golden State Warriors,123,Box Score,,19596,,,-10,,Golden State Warriors,Los Angeles Clippers,H
Thu Feb 23 2017,8:00 PM,Houston Rockets,129,New Orleans Pelicans,99,Box Score,,18470,,,30,,Houston Rockets,New Orleans Pelicans,V
Thu Feb 23 2017,7:00 PM,Portland Trail Blazers,112,Orlando Magic,103,Box Score,,17487,,,9,,Portland Trail Blazers,Orlando Magic,V
Thu Feb 23 2017,10:30 PM,Denver Nuggets,100,Sacramento Kings,116,Box Score,,17608,,,-16,,Sacramento Kings,Denver Nuggets,H
Fri Feb 24 2017,8:00 PM,Miami Heat,108,Atlanta Hawks,90,Box Score,,18122,,,18,,Miami Heat,Atlanta Hawks,V
Fri Feb 24 2017,8:00 PM,Phoenix Suns,121,Chicago Bulls,128,Box Score,OT,21641,,,-7,,Chicago Bulls,Phoenix Suns,H
Fri Feb 24 2017,9:00 PM,Brooklyn Nets,109,Denver Nuggets,129,Box Score,,17143,,,-20,,Denver Nuggets,Brooklyn Nets,H
Fri Feb 24 2017,7:00 PM,Memphis Grizzlies,92,Indiana Pacers,102,Box Score,,17923,,,-10,,Indiana Pacers,Memphis Grizzlies,H
Fri Feb 24 2017,10:30 PM,San Antonio Spurs,105,Los Angeles Clippers,97,Box Score,,19060,,,8,,San Antonio Spurs,Los Angeles Clippers,V
Fri Feb 24 2017,8:00 PM,Utah Jazz,109,Milwaukee Bucks,95,Box Score,,16064,,,14,,Utah Jazz,Milwaukee Bucks,V
Fri Feb 24 2017,8:00 PM,Dallas Mavericks,84,Minnesota Timberwolves,97,Box Score,,15948,,,-13,,Minnesota Timberwolves,Dallas Mavericks,H
Fri Feb 24 2017,8:00 PM,Los Angeles Lakers,93,Oklahoma City Thunder,110,Box Score,,18203,,,-17,,Oklahoma City Thunder,Los Angeles Lakers,H
Fri Feb 24 2017,7:00 PM,Washington Wizards,112,Philadelphia 76ers,120,Box Score,,19277,,,-8,,Philadelphia 76ers,Washington Wizards,H
Fri Feb 24 2017,8:00 PM,Boston Celtics,97,Toronto Raptors,107,Box Score,,19800,,,-10,,Toronto Raptors,Boston Celtics,H
Sat Feb 25 2017,8:30 PM,Chicago Bulls,117,Cleveland Cavaliers,99,Box Score,,20562,,,18,,Chicago Bulls,Cleveland Cavaliers,V
Sat Feb 25 2017,8:30 PM,New Orleans Pelicans,83,Dallas Mavericks,96,Box Score,,20411,,,-13,,Dallas Mavericks,New Orleans Pelicans,H
Sat Feb 25 2017,10:30 PM,Brooklyn Nets,95,Golden State Warriors,112,Box Score,,19596,,,-17,,Golden State Warriors,Brooklyn Nets,H
Sat Feb 25 2017,9:00 PM,Minnesota Timberwolves,130,Houston Rockets,142,Box Score,,18055,,,-12,,Houston Rockets,Minnesota Timberwolves,H
Sat Feb 25 2017,8:00 PM,Indiana Pacers,95,Miami Heat,113,Box Score,,19600,,,-18,,Miami Heat,Indiana Pacers,H
Sat Feb 25 2017,7:30 PM,Philadelphia 76ers,109,New York Knicks,110,Box Score,,19812,,,-1,,New York Knicks,Philadelphia 76ers,H
Sat Feb 25 2017,7:00 PM,Atlanta Hawks,86,Orlando Magic,105,Box Score,,18498,,,-19,,Orlando Magic,Atlanta Hawks,H
Sat Feb 25 2017,5:00 PM,Charlotte Hornets,99,Sacramento Kings,85,Box Score,,17608,,,14,,Charlotte Hornets,Sacramento Kings,V
Sun Feb 26 2017,5:00 PM,Memphis Grizzlies,105,Denver Nuggets,98,Box Score,,18024,,,7,,Memphis Grizzlies,Denver Nuggets,V
Sun Feb 26 2017,6:00 PM,Boston Celtics,104,Detroit Pistons,98,Box Score,,20141,,,6,,Boston Celtics,Detroit Pistons,V
Sun Feb 26 2017,9:30 PM,Charlotte Hornets,121,Los Angeles Clippers,124,Box Score,OT,19060,,,-3,,Los Angeles Clippers,Charlotte Hornets,H
Sun Feb 26 2017,3:30 PM,San Antonio Spurs,119,Los Angeles Lakers,98,Box Score,,18997,,,21,,San Antonio Spurs,Los Angeles Lakers,V
Sun Feb 26 2017,3:30 PM,Phoenix Suns,96,Milwaukee Bucks,100,Box Score,,16051,,,-4,,Milwaukee Bucks,Phoenix Suns,H
Sun Feb 26 2017,7:00 PM,New Orleans Pelicans,110,Oklahoma City Thunder,118,Box Score,,18203,,,-8,,Oklahoma City Thunder,New Orleans Pelicans,H
Sun Feb 26 2017,6:00 PM,Portland Trail Blazers,106,Toronto Raptors,112,Box Score,,19800,,,-6,,Toronto Raptors,Portland Trail Blazers,H
Sun Feb 26 2017,5:00 PM,Utah Jazz,102,Washington Wizards,92,Box Score,,19648,,,10,,Utah Jazz,Washington Wizards,V
Mon Feb 27 2017,7:30 PM,Atlanta Hawks,114,Boston Celtics,98,Box Score,,18624,,,16,,Atlanta Hawks,Boston Celtics,V
Mon Feb 27 2017,7:00 PM,Milwaukee Bucks,95,Cleveland Cavaliers,102,Box Score,,20562,,,-7,,Cleveland Cavaliers,Milwaukee Bucks,H
Mon Feb 27 2017,8:30 PM,Miami Heat,89,Dallas Mavericks,96,Box Score,,19539,,,-7,,Dallas Mavericks,Miami Heat,H
Mon Feb 27 2017,9:30 PM,Indiana Pacers,117,Houston Rockets,108,Box Score,,18055,,,9,,Indiana Pacers,Houston Rockets,V
Mon Feb 27 2017,7:00 PM,Toronto Raptors,92,New York Knicks,91,Box Score,,19812,,,1,,Toronto Raptors,New York Knicks,V
