Date,Start (ET),Visitor/Neutral,PTS,Home/Neutral,PTS,,,Attend.,Notes,,Vteam,Hteam
Fri Jan 5 2018,9:30 PM,Washington Wizards,102,Memphis Grizzlies,100,Box Score,,16988,,,Washington Wizards,Memphis Grizzlies
Fri Jan 5 2018,8:00 PM,New York Knicks,103,Miami Heat,107,Box Score,OT,19600,,,New York Knicks,Miami Heat
Fri Jan 5 2018,8:00 PM,Toronto Raptors,129,Milwaukee Bucks,110,Box Score,,18717,,,Toronto Raptors,Milwaukee Bucks
Fri Jan 5 2018,7:00 PM,Detroit Pistons,78,Philadelphia 76ers,114,Box Score,,20592,,,Detroit Pistons,Philadelphia 76ers
Fri Jan 5 2018,10:00 PM,Atlanta Hawks,89,Portland Trail Blazers,110,Box Score,,19393,,,Atlanta Hawks,Portland Trail Blazers
Fri Jan 5 2018,8:30 PM,Phoenix Suns,89,San Antonio Spurs,103,Box Score,,18501,,,Phoenix Suns,San Antonio Spurs
Sat Jan 6 2018,6:00 PM,Boston Celtics,87,Brooklyn Nets,85,Box Score,,17732,,,Boston Celtics,Brooklyn Nets
Sat Jan 6 2018,7:00 PM,Houston Rockets,101,Detroit Pistons,108,Box Score,,18046,,,Houston Rockets,Detroit Pistons
Sat Jan 6 2018,7:00 PM,Chicago Bulls,86,Indiana Pacers,125,Box Score,,17923,,,Chicago Bulls,Indiana Pacers
Sat Jan 6 2018,3:30 PM,Golden State Warriors,121,Los Angeles Clippers,105,Box Score,,19068,,,Golden State Warriors,Los Angeles Clippers
Sat Jan 6 2018,9:00 PM,New Orleans Pelicans,98,Minnesota Timberwolves,116,Box Score,,18978,,,New Orleans Pelicans,Minnesota Timberwolves
Sat Jan 6 2018,7:00 PM,Cleveland Cavaliers,131,Orlando Magic,127,Box Score,,18997,,,Cleveland Cavaliers,Orlando Magic
Sat Jan 6 2018,10:00 PM,Denver Nuggets,98,Sacramento Kings,106,Box Score,,17583,,,Denver Nuggets,Sacramento Kings
Sat Jan 6 2018,8:00 PM,Milwaukee Bucks,110,Washington Wizards,103,Box Score,,18762,,,Milwaukee Bucks,Washington Wizards
Sun Jan 7 2018,7:00 PM,New York Knicks,100,Dallas Mavericks,96,Box Score,,20171,,,New York Knicks,Dallas Mavericks
Sun Jan 7 2018,9:30 PM,Atlanta Hawks,113,Los Angeles Lakers,132,Box Score,,18997,,,Atlanta Hawks,Los Angeles Lakers
Sun Jan 7 2018,3:30 PM,Utah Jazz,102,Miami Heat,103,Box Score,,19600,,,Utah Jazz,Miami Heat
Sun Jan 7 2018,8:00 PM,Oklahoma City Thunder,100,Phoenix Suns,114,Box Score,,18055,,,Oklahoma City Thunder,Phoenix Suns
Sun Jan 7 2018,9:00 PM,San Antonio Spurs,110,Portland Trail Blazers,111,Box Score,,19393,,,San Antonio Spurs,Portland Trail Blazers
Mon Jan 8 2018,7:30 PM,Toronto Raptors,114,Brooklyn Nets,113,Box Score,OT,13681,,,Toronto Raptors,Brooklyn Nets
Mon Jan 8 2018,8:00 PM,Houston Rockets,116,Chicago Bulls,107,Box Score,,17462,,,Houston Rockets,Chicago Bulls
Mon Jan 8 2018,10:30 PM,Denver Nuggets,114,Golden State Warriors,124,Box Score,,19596,,,Denver Nuggets,Golden State Warriors
Mon Jan 8 2018,7:00 PM,Milwaukee Bucks,96,Indiana Pacers,109,Box Score,,14670,,,Milwaukee Bucks,Indiana Pacers
Mon Jan 8 2018,10:30 PM,Atlanta Hawks,107,Los Angeles Clippers,108,Box Score,,14624,,,Atlanta Hawks,Los Angeles Clippers
Mon Jan 8 2018,8:00 PM,Cleveland Cavaliers,99,Minnesota Timberwolves,127,Box Score,,18978,,,Cleveland Cavaliers,Minnesota Timberwolves
Mon Jan 8 2018,8:00 PM,Detroit Pistons,109,New Orleans Pelicans,112,Box Score,,12874,,,Detroit Pistons,New Orleans Pelicans
Mon Jan 8 2018,10:00 PM,San Antonio Spurs,107,Sacramento Kings,100,Box Score,,17583,,,San Antonio Spurs,Sacramento Kings
Tue Jan 9 2018,8:30 PM,Orlando Magic,99,Dallas Mavericks,114,Box Score,,19306,,,Orlando Magic,Dallas Mavericks
Tue Jan 9 2018,10:30 PM,Sacramento Kings,86,Los Angeles Lakers,99,Box Score,,18997,,,Sacramento Kings,Los Angeles Lakers
Tue Jan 9 2018,8:00 PM,Portland Trail Blazers,117,Oklahoma City Thunder,106,Box Score,,18203,,,Portland Trail Blazers,Oklahoma City Thunder
Tue Jan 9 2018,7:30 PM,Miami Heat,90,Toronto Raptors,89,Box Score,,19800,,,Miami Heat,Toronto Raptors
Wed Jan 10 2018,7:30 PM,Detroit Pistons,114,Brooklyn Nets,80,Box Score,,13457,,,Detroit Pistons,Brooklyn Nets
Wed Jan 10 2018,7:00 PM,Dallas Mavericks,115,Charlotte Hornets,111,Box Score,,14462,,,Dallas Mavericks,Charlotte Hornets
Wed Jan 10 2018,9:00 PM,Atlanta Hawks,110,Denver Nuggets,97,Box Score,,14182,,,Atlanta Hawks,Denver Nuggets
Wed Jan 10 2018,10:30 PM,Los Angeles Clippers,125,Golden State Warriors,106,Box Score,,19596,,,Los Angeles Clippers,Golden State Warriors
Wed Jan 10 2018,8:00 PM,Portland Trail Blazers,112,Houston Rockets,121,Box Score,,18055,,,Portland Trail Blazers,Houston Rockets
Wed Jan 10 2018,7:00 PM,Miami Heat,114,Indiana Pacers,106,Box Score,,14540,,,Miami Heat,Indiana Pacers
Wed Jan 10 2018,8:00 PM,New Orleans Pelicans,102,Memphis Grizzlies,105,Box Score,,14312,,,New Orleans Pelicans,Memphis Grizzlies
Wed Jan 10 2018,8:00 PM,Orlando Magic,103,Milwaukee Bucks,110,Box Score,,14543,,,Orlando Magic,Milwaukee Bucks
Wed Jan 10 2018,8:00 PM,Oklahoma City Thunder,88,Minnesota Timberwolves,104,Box Score,,18978,,,Oklahoma City Thunder,Minnesota Timberwolves
Wed Jan 10 2018,7:30 PM,Chicago Bulls,122,New York Knicks,119,Box Score,2OT,19812,,,Chicago Bulls,New York Knicks
Wed Jan 10 2018,7:00 PM,Utah Jazz,107,Washington Wizards,104,Box Score,,15640,,,Utah Jazz,Washington Wizards
Thu Jan 11 2018,10:30 PM,San Antonio Spurs,81,Los Angeles Lakers,93,Box Score,,18997,,,San Antonio Spurs,Los Angeles Lakers
Thu Jan 11 2018,3:00 PM,Boston Celtics,114,Philadelphia 76ers,103,Box Score,,19078,,,Boston Celtics,Philadelphia 76ers
Thu Jan 11 2018,10:00 PM,Los Angeles Clippers,121,Sacramento Kings,115,Box Score,,17583,,,Los Angeles Clippers,Sacramento Kings
Thu Jan 11 2018,8:00 PM,Cleveland Cavaliers,99,Toronto Raptors,133,Box Score,,19923,,,Cleveland Cavaliers,Toronto Raptors
Fri Jan 12 2018,7:30 PM,Brooklyn Nets,110,Atlanta Hawks,105,Box Score,,13093,,,Brooklyn Nets,Atlanta Hawks
Fri Jan 12 2018,7:00 PM,Utah Jazz,88,Charlotte Hornets,99,Box Score,,14848,,,Utah Jazz,Charlotte Hornets
Fri Jan 12 2018,9:00 PM,Memphis Grizzlies,78,Denver Nuggets,87,Box Score,,15607,,,Memphis Grizzlies,Denver Nuggets
Fri Jan 12 2018,7:00 PM,Cleveland Cavaliers,95,Indiana Pacers,97,Box Score,,17923,,,Cleveland Cavaliers,Indiana Pacers
Fri Jan 12 2018,8:00 PM,Golden State Warriors,108,Milwaukee Bucks,94,Box Score,,18717,,,Golden State Warriors,Milwaukee Bucks
Fri Jan 12 2018,8:00 PM,New York Knicks,108,Minnesota Timberwolves,118,Box Score,,18978,,,New York Knicks,Minnesota Timberwolves
Fri Jan 12 2018,8:00 PM,Portland Trail Blazers,113,New Orleans Pelicans,119,Box Score,,17003,,,Portland Trail Blazers,New Orleans Pelicans
Fri Jan 12 2018,10:30 PM,Houston Rockets,112,Phoenix Suns,95,Box Score,,18055,,,Houston Rockets,Phoenix Suns
Fri Jan 12 2018,7:00 PM,Orlando Magic,119,Washington Wizards,125,Box Score,,18171,,,Orlando Magic,Washington Wizards
Sat Jan 13 2018,8:00 PM,Detroit Pistons,105,Chicago Bulls,107,Box Score,,21613,,,Detroit Pistons,Chicago Bulls
Sat Jan 13 2018,5:00 PM,Oklahoma City Thunder,101,Charlotte Hornets,91,Box Score,,19624,,,Oklahoma City Thunder,Charlotte Hornets
Sat Jan 13 2018,2:00 PM,Los Angeles Lakers,107,Dallas Mavericks,101,Box Score,OT,20209,,,Los Angeles Lakers,Dallas Mavericks
Sat Jan 13 2018,3:30 PM,Sacramento Kings,105,Los Angeles Clippers,126,Box Score,,16656,,,Sacramento Kings,Los Angeles Clippers
Sat Jan 13 2018,8:30 PM,Denver Nuggets,80,San Antonio Spurs,112,Box Score,,18418,,,Denver Nuggets,San Antonio Spurs
Sat Jan 13 2018,7:30 PM,Golden State Warriors,127,Toronto Raptors,125,Box Score,,20078,,,Golden State Warriors,Toronto Raptors
Sat Jan 13 2018,7:00 PM,Brooklyn Nets,113,Washington Wizards,119,Box Score,OT,18354,,,Brooklyn Nets,Washington Wizards
Sun Jan 14 2018,1:00 PM,Milwaukee Bucks,79,Miami Heat,97,Box Score,,19600,,,Milwaukee Bucks,Miami Heat
Sun Jan 14 2018,9:00 PM,Portland Trail Blazers,103,Minnesota Timberwolves,120,Box Score,,14739,,,Portland Trail Blazers,Minnesota Timberwolves
Sun Jan 14 2018,3:30 PM,New Orleans Pelicans,123,New York Knicks,118,Box Score,OT,19812,,,New Orleans Pelicans,New York Knicks
Sun Jan 14 2018,8:00 PM,Indiana Pacers,120,Phoenix Suns,97,Box Score,,17091,,,Indiana Pacers,Phoenix Suns
Mon Jan 15 2018,3:00 PM,San Antonio Spurs,99,Atlanta Hawks,102,Box Score,,15806,,,San Antonio Spurs,Atlanta Hawks
Mon Jan 15 2018,3:00 PM,New York Knicks,119,Brooklyn Nets,104,Box Score,,17732,,,New York Knicks,Brooklyn Nets
Mon Jan 15 2018,3:30 PM,Miami Heat,111,Chicago Bulls,119,Box Score,,20546,,,Miami Heat,Chicago Bulls
Mon Jan 15 2018,8:00 PM,Golden State Warriors,118,Cleveland Cavaliers,108,Box Score,,20562,,,Golden State Warriors,Cleveland Cavaliers
Mon Jan 15 2018,12:30 PM,Charlotte Hornets,118,Detroit Pistons,107,Box Score,,17200,,,Charlotte Hornets,Detroit Pistons
Mon Jan 15 2018,10:30 PM,Houston Rockets,102,Los Angeles Clippers,113,Box Score,,17622,,,Houston Rockets,Los Angeles Clippers
Mon Jan 15 2018,5:30 PM,Los Angeles Lakers,114,Memphis Grizzlies,123,Box Score,,17794,,,Los Angeles Lakers,Memphis Grizzlies
Mon Jan 15 2018,8:00 PM,Sacramento Kings,88,Oklahoma City Thunder,95,Box Score,,18203,,,Sacramento Kings,Oklahoma City Thunder
Mon Jan 15 2018,1:00 PM,Toronto Raptors,111,Philadelphia 76ers,117,Box Score,,20637,,,Toronto Raptors,Philadelphia 76ers
Mon Jan 15 2018,9:00 PM,Indiana Pacers,109,Utah Jazz,94,Box Score,,18306,,,Indiana Pacers,Utah Jazz
Mon Jan 15 2018,2:00 PM,Milwaukee Bucks,104,Washington Wizards,95,Box Score,,19607,,,Milwaukee Bucks,Washington Wizards
Tue Jan 16 2018,7:30 PM,New Orleans Pelicans,116,Boston Celtics,113,Box Score,OT,18624,,,New Orleans Pelicans,Boston Celtics
Tue Jan 16 2018,9:00 PM,Dallas Mavericks,102,Denver Nuggets,105,Box Score,,14097,,,Dallas Mavericks,Denver Nuggets
Tue Jan 16 2018,7:00 PM,Minnesota Timberwolves,102,Orlando Magic,108,Box Score,,18589,,,Minnesota Timberwolves,Orlando Magic
Tue Jan 16 2018,10:00 PM,Phoenix Suns,111,Portland Trail Blazers,118,Box Score,,18604,,,Phoenix Suns,Portland Trail Blazers
Wed Jan 17 2018,7:30 PM,New Orleans Pelicans,93,Atlanta Hawks,94,Box Score,,10894,,,New Orleans Pelicans,Atlanta Hawks
Wed Jan 17 2018,7:30 PM,San Antonio Spurs,100,Brooklyn Nets,95,Box Score,,15425,,,San Antonio Spurs,Brooklyn Nets
Wed Jan 17 2018,8:00 PM,Golden State Warriors,119,Chicago Bulls,112,Box Score,,21372,,,Golden State Warriors,Chicago Bulls
Wed Jan 17 2018,7:00 PM,Washington Wizards,109,Charlotte Hornets,133,Box Score,,11528,,,Washington Wizards,Charlotte Hornets
Wed Jan 17 2018,10:30 PM,Denver Nuggets,104,Los Angeles Clippers,109,Box Score,,15043,,,Denver Nuggets,Los Angeles Clippers
Wed Jan 17 2018,8:00 PM,New York Knicks,99,Memphis Grizzlies,105,Box Score,,12885,,,New York Knicks,Memphis Grizzlies
Wed Jan 17 2018,8:00 PM,Miami Heat,106,Milwaukee Bucks,101,Box Score,,16695,,,Miami Heat,Milwaukee Bucks
Wed Jan 17 2018,8:00 PM,Los Angeles Lakers,90,Oklahoma City Thunder,114,Box Score,,18203,,,Los Angeles Lakers,Oklahoma City Thunder
Wed Jan 17 2018,10:00 PM,Utah Jazz,120,Sacramento Kings,105,Box Score,,17583,,,Utah Jazz,Sacramento Kings
Wed Jan 17 2018,7:30 PM,Detroit Pistons,91,Toronto Raptors,96,Box Score,,19800,,,Detroit Pistons,Toronto Raptors
Thu Jan 18 2018,7:00 PM,Philadelphia 76ers,89,Boston Celtics,80,Box Score,,18624,,,Philadelphia 76ers,Boston Celtics
Thu Jan 18 2018,7:00 PM,Orlando Magic,103,Cleveland Cavaliers,104,Box Score,,20562,,,Orlando Magic,Cleveland Cavaliers
Thu Jan 18 2018,9:30 PM,Minnesota Timberwolves,98,Houston Rockets,116,Box Score,,18055,,,Minnesota Timberwolves,Houston Rockets
Thu Jan 18 2018,10:00 PM,Indiana Pacers,86,Portland Trail Blazers,100,Box Score,,19071,,,Indiana Pacers,Portland Trail Blazers
Fri Jan 19 2018,7:30 PM,Miami Heat,95,Brooklyn Nets,101,Box Score,,17732,,,Miami Heat,Brooklyn Nets
Fri Jan 19 2018,9:00 PM,Phoenix Suns,108,Denver Nuggets,100,Box Score,,15732,,,Phoenix Suns,Denver Nuggets
Fri Jan 19 2018,8:00 PM,Washington Wizards,122,Detroit Pistons,112,Box Score,,14744,,,Washington Wizards,Detroit Pistons
Fri Jan 19 2018,10:30 PM,Indiana Pacers,86,Los Angeles Lakers,99,Box Score,,18997,,,Indiana Pacers,Los Angeles Lakers
Fri Jan 19 2018,8:00 PM,Sacramento Kings,88,Memphis Grizzlies,106,Box Score,,16831,,,Sacramento Kings,Memphis Grizzlies
Fri Jan 19 2018,7:00 PM,San Antonio Spurs,83,Toronto Raptors,86,Box Score,,19800,,,San Antonio Spurs,Toronto Raptors
Fri Jan 19 2018,10:30 PM,New York Knicks,117,Utah Jazz,115,Box Score,,18306,,,New York Knicks,Utah Jazz
Sat Jan 20 2018,5:00 PM,Chicago Bulls,113,Atlanta Hawks,97,Box Score,,15597,,,Chicago Bulls,Atlanta Hawks
Sat Jan 20 2018,7:00 PM,Miami Heat,106,Charlotte Hornets,105,Box Score,,18687,,,Miami Heat,Charlotte Hornets
Sat Jan 20 2018,3:30 PM,Oklahoma City Thunder,148,Cleveland Cavaliers,124,Box Score,,20562,,,Oklahoma City Thunder,Cleveland Cavaliers
Sat Jan 20 2018,8:30 PM,Golden State Warriors,108,Houston Rockets,116,Box Score,,18055,,,Golden State Warriors,Houston Rockets
Sat Jan 20 2018,9:00 PM,Toronto Raptors,109,Minnesota Timberwolves,115,Box Score,,17828,,,Toronto Raptors,Minnesota Timberwolves
Sat Jan 20 2018,7:00 PM,Memphis Grizzlies,104,New Orleans Pelicans,111,Box Score,,18212,,,Memphis Grizzlies,New Orleans Pelicans
Sat Jan 20 2018,7:30 PM,Milwaukee Bucks,94,Philadelphia 76ers,116,Box Score,,20826,,,Milwaukee Bucks,Philadelphia 76ers
Sat Jan 20 2018,10:00 PM,Dallas Mavericks,108,Portland Trail Blazers,117,Box Score,,19464,,,Dallas Mavericks,Portland Trail Blazers
Sat Jan 20 2018,9:00 PM,Los Angeles Clippers,113,Utah Jazz,125,Box Score,,18306,,,Los Angeles Clippers,Utah Jazz
Sun Jan 21 2018,1:00 PM,Orlando Magic,103,Boston Celtics,95,Box Score,,18624,,,Orlando Magic,Boston Celtics
Sun Jan 21 2018,4:00 PM,Brooklyn Nets,101,Detroit Pistons,100,Box Score,,17554,,,Brooklyn Nets,Detroit Pistons
Sun Jan 21 2018,3:30 PM,New York Knicks,107,Los Angeles Lakers,127,Box Score,,18997,,,New York Knicks,Los Angeles Lakers
Sun Jan 21 2018,7:00 PM,Indiana Pacers,94,San Antonio Spurs,86,Box Score,,18418,,,Indiana Pacers,San Antonio Spurs
Mon Jan 22 2018,7:30 PM,Utah Jazz,90,Atlanta Hawks,104,Box Score,,11096,,,Utah Jazz,Atlanta Hawks
Mon Jan 22 2018,7:00 PM,Sacramento Kings,107,Charlotte Hornets,112,Box Score,,11806,,,Sacramento Kings,Charlotte Hornets
Mon Jan 22 2018,8:30 PM,Washington Wizards,75,Dallas Mavericks,98,Box Score,,19328,,,Washington Wizards,Dallas Mavericks
Mon Jan 22 2018,9:00 PM,Portland Trail Blazers,101,Denver Nuggets,104,Box Score,,14474,,,Portland Trail Blazers,Denver Nuggets
Mon Jan 22 2018,8:00 PM,Miami Heat,90,Houston Rockets,99,Box Score,,18055,,,Miami Heat,Houston Rockets
Mon Jan 22 2018,10:30 PM,Minnesota Timberwolves,126,Los Angeles Clippers,118,Box Score,,16347,,,Minnesota Timberwolves,Los Angeles Clippers
Mon Jan 22 2018,8:00 PM,Philadelphia 76ers,101,Memphis Grizzlies,105,Box Score,,14288,,,Philadelphia 76ers,Memphis Grizzlies
Mon Jan 22 2018,8:00 PM,Phoenix Suns,105,Milwaukee Bucks,109,Box Score,,14766,,,Phoenix Suns,Milwaukee Bucks
Mon Jan 22 2018,8:00 PM,Chicago Bulls,128,New Orleans Pelicans,132,Box Score,2OT,17101,,,Chicago Bulls,New Orleans Pelicans
Tue Jan 23 2018,10:30 PM,New York Knicks,112,Golden State Warriors,123,Box Score,,19596,,,New York Knicks,Golden State Warriors
Tue Jan 23 2018,10:30 PM,Boston Celtics,107,Los Angeles Lakers,108,Box Score,,18997,,,Boston Celtics,Los Angeles Lakers
Tue Jan 23 2018,8:00 PM,Brooklyn Nets,108,Oklahoma City Thunder,109,Box Score,,18203,,,Brooklyn Nets,Oklahoma City Thunder
Tue Jan 23 2018,7:00 PM,Sacramento Kings,105,Orlando Magic,99,Box Score,,18846,,,Sacramento Kings,Orlando Magic
Tue Jan 23 2018,8:00 PM,Cleveland Cavaliers,102,San Antonio Spurs,114,Box Score,,18418,,,Cleveland Cavaliers,San Antonio Spurs
Wed Jan 24 2018,7:30 PM,Toronto Raptors,108,Atlanta Hawks,93,Box Score,,12780,,,Toronto Raptors,Atlanta Hawks
Wed Jan 24 2018,7:00 PM,New Orleans Pelicans,101,Charlotte Hornets,96,Box Score,,14588,,,New Orleans Pelicans,Charlotte Hornets
Wed Jan 24 2018,8:00 PM,Houston Rockets,104,Dallas Mavericks,97,Box Score,,19378,,,Houston Rockets,Dallas Mavericks
Wed Jan 24 2018,7:00 PM,Utah Jazz,98,Detroit Pistons,95,Box Score,OT,15682,,,Utah Jazz,Detroit Pistons
Wed Jan 24 2018,7:00 PM,Phoenix Suns,101,Indiana Pacers,116,Box Score,,14060,,,Phoenix Suns,Indiana Pacers
Wed Jan 24 2018,10:30 PM,Boston Celtics,113,Los Angeles Clippers,102,Box Score,,19430,,,Boston Celtics,Los Angeles Clippers
Wed Jan 24 2018,8:00 PM,San Antonio Spurs,108,Memphis Grizzlies,85,Box Score,,15812,,,San Antonio Spurs,Memphis Grizzlies
Wed Jan 24 2018,7:00 PM,Chicago Bulls,101,Philadelphia 76ers,115,Box Score,,20547,,,Chicago Bulls,Philadelphia 76ers
Wed Jan 24 2018,10:00 PM,Minnesota Timberwolves,114,Portland Trail Blazers,123,Box Score,,18920,,,Minnesota Timberwolves,Portland Trail Blazers
Thu Jan 25 2018,9:00 PM,New York Knicks,118,Denver Nuggets,130,Box Score,,15482,,,New York Knicks,Denver Nuggets
Thu Jan 25 2018,10:30 PM,Minnesota Timberwolves,113,Golden State Warriors,126,Box Score,,19596,,,Minnesota Timberwolves,Golden State Warriors
Thu Jan 25 2018,7:30 PM,Sacramento Kings,89,Miami Heat,88,Box Score,,19600,,,Sacramento Kings,Miami Heat
Thu Jan 25 2018,8:00 PM,Washington Wizards,112,Oklahoma City Thunder,121,Box Score,,18203,,,Washington Wizards,Oklahoma City Thunder
Fri Jan 26 2018,8:00 PM,Los Angeles Lakers,108,Chicago Bulls,103,Box Score,,21827,,,Los Angeles Lakers,Chicago Bulls
Fri Jan 26 2018,7:00 PM,Atlanta Hawks,110,Charlotte Hornets,121,Box Score,,15479,,,Atlanta Hawks,Charlotte Hornets
Fri Jan 26 2018,7:30 PM,Indiana Pacers,108,Cleveland Cavaliers,115,Box Score,,20562,,,Indiana Pacers,Cleveland Cavaliers
Fri Jan 26 2018,8:30 PM,Portland Trail Blazers,107,Dallas Mavericks,93,Box Score,,19876,,,Portland Trail Blazers,Dallas Mavericks
Fri Jan 26 2018,8:00 PM,Los Angeles Clippers,109,Memphis Grizzlies,100,Box Score,,16369,,,Los Angeles Clippers,Memphis Grizzlies
Fri Jan 26 2018,8:00 PM,Brooklyn Nets,91,Milwaukee Bucks,116,Box Score,,18717,,,Brooklyn Nets,Milwaukee Bucks
Fri Jan 26 2018,8:00 PM,Houston Rockets,113,New Orleans Pelicans,115,Box Score,,17186,,,Houston Rockets,New Orleans Pelicans
Fri Jan 26 2018,9:00 PM,New York Knicks,107,Phoenix Suns,85,Box Score,,17068,,,New York Knicks,Phoenix Suns
Fri Jan 26 2018,8:30 PM,Philadelphia 76ers,97,San Antonio Spurs,78,Box Score,,18418,,,Philadelphia 76ers,San Antonio Spurs
Fri Jan 26 2018,7:30 PM,Utah Jazz,97,Toronto Raptors,93,Box Score,,19800,,,Utah Jazz,Toronto Raptors
Sat Jan 27 2018,7:30 PM,Washington Wizards,129,Atlanta Hawks,104,Box Score,,15843,,,Washington Wizards,Atlanta Hawks
Sat Jan 27 2018,9:00 PM,Dallas Mavericks,89,Denver Nuggets,91,Box Score,,19520,,,Dallas Mavericks,Denver Nuggets
Sat Jan 27 2018,5:00 PM,Oklahoma City Thunder,121,Detroit Pistons,108,Box Score,,20491,,,Oklahoma City Thunder,Detroit Pistons
Sat Jan 27 2018,8:30 PM,Boston Celtics,105,Golden State Warriors,109,Box Score,,19596,,,Boston Celtics,Golden State Warriors
Sat Jan 27 2018,7:00 PM,Orlando Magic,112,Indiana Pacers,114,Box Score,,17923,,,Orlando Magic,Indiana Pacers
Sat Jan 27 2018,7:30 PM,Charlotte Hornets,91,Miami Heat,95,Box Score,,19600,,,Charlotte Hornets,Miami Heat
Sat Jan 27 2018,9:00 PM,Brooklyn Nets,97,Minnesota Timberwolves,111,Box Score,,16231,,,Brooklyn Nets,Minnesota Timberwolves
Sun Jan 28 2018,3:30 PM,Milwaukee Bucks,110,Chicago Bulls,96,Box Score,,21630,,,Milwaukee Bucks,Chicago Bulls
Sun Jan 28 2018,6:00 PM,Detroit Pistons,104,Cleveland Cavaliers,121,Box Score,,20562,,,Detroit Pistons,Cleveland Cavaliers
Sun Jan 28 2018,3:30 PM,Phoenix Suns,102,Houston Rockets,113,Box Score,,18055,,,Phoenix Suns,Houston Rockets
Sun Jan 28 2018,4:00 PM,Los Angeles Clippers,112,New Orleans Pelicans,103,Box Score,,16378,,,Los Angeles Clippers,New Orleans Pelicans
Sun Jan 28 2018,6:00 PM,Philadelphia 76ers,112,Oklahoma City Thunder,122,Box Score,,18202,,,Philadelphia 76ers,Oklahoma City Thunder
Sun Jan 28 2018,7:00 PM,Sacramento Kings,98,San Antonio Spurs,113,Box Score,,18418,,,Sacramento Kings,San Antonio Spurs
Sun Jan 28 2018,6:00 PM,Los Angeles Lakers,111,Toronto Raptors,123,Box Score,,19800,,,Los Angeles Lakers,Toronto Raptors
Mon Jan 29 2018,7:30 PM,Minnesota Timberwolves,100,Atlanta Hawks,105,Box Score,,12589,,,Minnesota Timberwolves,Atlanta Hawks
Mon Jan 29 2018,8:30 PM,Miami Heat,95,Dallas Mavericks,88,Box Score,,19555,,,Miami Heat,Dallas Mavericks
Mon Jan 29 2018,9:00 PM,Boston Celtics,111,Denver Nuggets,110,Box Score,,19520,,,Boston Celtics,Denver Nuggets
Mon Jan 29 2018,7:00 PM,Charlotte Hornets,96,Indiana Pacers,105,Box Score,,14225,,,Charlotte Hornets,Indiana Pacers
Mon Jan 29 2018,8:00 PM,Phoenix Suns,109,Memphis Grizzlies,120,Box Score,,13202,,,Phoenix Suns,Memphis Grizzlies
Mon Jan 29 2018,8:00 PM,Philadelphia 76ers,95,Milwaukee Bucks,107,Box Score,,14126,,,Philadelphia 76ers,Milwaukee Bucks
Tue Jan 30 2018,8:00 PM,Cleveland Cavaliers,114,Detroit Pistons,125,Box Score,,18508,,,Cleveland Cavaliers,Detroit Pistons
Tue Jan 30 2018,8:00 PM,Orlando Magic,107,Houston Rockets,114,Box Score,,18055,,,Orlando Magic,Houston Rockets
Tue Jan 30 2018,10:30 PM,Portland Trail Blazers,104,Los Angeles Clippers,96,Box Score,,16705,,,Portland Trail Blazers,Los Angeles Clippers
Tue Jan 30 2018,8:00 PM,Sacramento Kings,114,New Orleans Pelicans,103,Box Score,,14292,,,Sacramento Kings,New Orleans Pelicans
Tue Jan 30 2018,7:30 PM,Brooklyn Nets,95,New York Knicks,111,Box Score,,19505,,,Brooklyn Nets,New York Knicks
Tue Jan 30 2018,8:30 PM,Denver Nuggets,104,San Antonio Spurs,106,Box Score,,18418,,,Denver Nuggets,San Antonio Spurs
Tue Jan 30 2018,7:30 PM,Minnesota Timberwolves,104,Toronto Raptors,109,Box Score,,19800,,,Minnesota Timberwolves,Toronto Raptors
Tue Jan 30 2018,9:00 PM,Golden State Warriors,99,Utah Jazz,129,Box Score,,18306,,,Golden State Warriors,Utah Jazz
Tue Jan 30 2018,7:00 PM,Oklahoma City Thunder,96,Washington Wizards,102,Box Score,,20356,,,Oklahoma City Thunder,Washington Wizards
Wed Jan 31 2018,7:30 PM,Charlotte Hornets,123,Atlanta Hawks,110,Box Score,,13103,,,Charlotte Hornets,Atlanta Hawks
Wed Jan 31 2018,8:00 PM,New York Knicks,73,Boston Celtics,103,Box Score,,18624,,,New York Knicks,Boston Celtics
Wed Jan 31 2018,7:30 PM,Philadelphia 76ers,108,Brooklyn Nets,116,Box Score,,15577,,,Philadelphia 76ers,Brooklyn Nets
Wed Jan 31 2018,7:30 PM,Miami Heat,89,Cleveland Cavaliers,91,Box Score,,20562,,,Miami Heat,Cleveland Cavaliers
Wed Jan 31 2018,7:00 PM,Memphis Grizzlies,101,Indiana Pacers,105,Box Score,,15093,,,Memphis Grizzlies,Indiana Pacers
Wed Jan 31 2018,7:00 PM,Los Angeles Lakers,105,Orlando Magic,127,Box Score,,18553,,,Los Angeles Lakers,Orlando Magic
Wed Jan 31 2018,10:30 PM,Dallas Mavericks,88,Phoenix Suns,102,Box Score,,15923,,,Dallas Mavericks,Phoenix Suns
Wed Jan 31 2018,10:00 PM,Chicago Bulls,108,Portland Trail Blazers,124,Box Score,,19422,,,Chicago Bulls,Portland Trail Blazers
Thu Feb 1 2018,10:30 PM,Oklahoma City Thunder,124,Denver Nuggets,127,Box Score,,18407,,,Oklahoma City Thunder,Denver Nuggets
Thu Feb 1 2018,7:00 PM,Memphis Grizzlies,102,Detroit Pistons,104,Box Score,,17481,,,Memphis Grizzlies,Detroit Pistons
